text,label
Atualize a planilha de metas e compartilhe com a diretoria.,produtivo
Finalize o checklist de tarefas e envie para revisão.,produtivo
Verifique se todos os e-mails foram respondidos e envie resumo.,produtivo
Agende call de alinhamento com a equipe de suporte técnico.,produtivo
Envie relatório de desempenho individual para cada membro da equipe.,produtivo
Revise a documentação do projeto antes da entrega final.,produtivo
Atualize os indicadores de vendas e envie relatório consolidado.,produtivo
Finalize a apresentação de marketing e compartilhe com a equipe.,produtivo
Confirme se todos os documentos foram assinados pelo cliente.,produtivo
Envie resumo das reuniões realizadas durante a semana.,produtivo
Agende reunião de feedback com a equipe de projeto.,produtivo
Finalize o relatório de auditoria interna e envie à diretoria.,produtivo
Revise os dados do sistema e envie relatório de inconsistências.,produtivo
Atualize o plano de ação com os feedbacks recebidos.,produtivo
Envie o documento atualizado para todos os participantes.,produtivo
Confirme presença dos convidados na reunião de lançamento.,produtivo
Finalize os ajustes no contrato e encaminhe ao cliente.,produtivo
Agende a próxima reunião de planejamento estratégico.,produtivo
Revise a planilha de despesas e envie relatório consolidado.,produtivo
Atualize o cronograma de atividades e compartilhe com a equipe.,produtivo
Envie os relatórios finais para análise da diretoria.,produtivo
Finalize o planejamento das próximas tarefas e compartilhe.,produtivo
Confirme envio dos documentos ao departamento jurídico.,produtivo
"Por favor, revise o relatório financeiro e envie suas observações.",produtivo
Atualize os contatos do cliente no CRM até o final do dia.,produtivo
Envie a versão final do contrato para aprovação.,produtivo
Agende reunião para discutir o plano de ação do projeto.,produtivo
Solicito envio dos relatórios trimestrais para a diretoria.,produtivo
Revise o orçamento antes de enviar para aprovação.,produtivo
Prepare os slides da reunião de segunda-feira.,produtivo
Atualize a planilha de metas com os números mais recentes.,produtivo
Finalize os ajustes no relatório de marketing.,produtivo
Envie resumo das atividades concluídas durante a semana.,produtivo
Verifique os KPIs e envie relatório para a gestão.,produtivo
Agende call com o fornecedor para alinhamento das entregas.,produtivo
Confirme presença na reunião de alinhamento da equipe.,produtivo
Atualize os dados do projeto e compartilhe com todos.,produtivo
Finalize checklist de auditoria e envie para análise.,produtivo
Envie os resultados da pesquisa de satisfação ao gestor.,produtivo
Revise os contratos pendentes e encaminhe para assinatura.,produtivo
Prepare relatório financeiro trimestral e compartilhe com diretoria.,produtivo
Agende reunião de feedback com os colaboradores.,produtivo
Finalize a versão final do documento de planejamento.,produtivo
Atualize a planilha de produção diária.,produtivo
Revise indicadores de vendas e envie relatório consolidado.,produtivo
Finalize a apresentação de marketing e compartilhe com o time.,produtivo
Envie pauta da reunião para todos os participantes.,produtivo
Agende call de acompanhamento do projeto em andamento.,produtivo
Revise o planejamento financeiro e envie resumo consolidado.,produtivo
Atualize cronograma de atividades e compartilhe com equipe.,produtivo
Finalize checklist do projeto e envie para revisão.,produtivo
Envie relatório de desempenho individual de cada colaborador.,produtivo
Prepare material de treinamento para os novos funcionários.,produtivo
Revise relatório de auditoria interna antes da entrega.,produtivo
Finalize o plano de ação da próxima semana e compartilhe.,produtivo
Agende reunião de revisão do projeto com a equipe.,produtivo
Atualize planilha de metas e compartilhe com a diretoria.,produtivo
Envie versão final do contrato para assinatura.,produtivo
Revise indicadores de performance e envie relatório consolidado.,produtivo
Finalize planejamento estratégico para o próximo trimestre.,produtivo
Confirme presença na reunião de estratégia do time.,produtivo
Atualize a planilha de despesas e envie relatório consolidado.,produtivo
Finalize ajustes no orçamento e encaminhe para aprovação.,produtivo
Agende call para alinhar prioridades do projeto.,produtivo
Revise dados do sistema e envie relatório de inconsistências.,produtivo
Envie versão atualizada do documento para todos os envolvidos.,produtivo
Finalize checklist de atividades semanais.,produtivo
Confirme envio de relatórios semanais aos responsáveis.,produtivo
Atualize cronograma do projeto com os dados mais recentes.,produtivo
Revise plano de ação e compartilhe feedback com equipe.,produtivo
Finalize relatório financeiro trimestral e envie para diretoria.,produtivo
Agende reunião de alinhamento com todos os stakeholders.,produtivo
Envie relatório de progresso do projeto para a diretoria.,produtivo
Revise documentos anexos e envie comentários.,produtivo
Finalize ajustes no relatório financeiro e compartilhe.,produtivo
Atualize planilha de indicadores e envie relatório consolidado.,produtivo
Confirme aprovação dos documentos enviados ao departamento jurídico.,produtivo
Prepare relatório de desempenho semanal para a equipe.,produtivo
Revise contrato antes de enviar para assinatura do cliente.,produtivo
Envie materiais necessários para a reunião de amanhã.,produtivo
Finalize versão final da apresentação de resultados.,produtivo
Agende call de acompanhamento com a equipe de desenvolvimento.,produtivo
Atualize dados de vendas e compartilhe com diretoria.,produtivo
Revise checklist de tarefas concluídas e envie feedback.,produtivo
Finalize relatórios pendentes e envie para aprovação.,produtivo
Envie resumo das pendências da semana para o gestor.,produtivo
Atualize planilha de metas trimestrais e compartilhe com time.,produtivo
Finalize planejamento das próximas tarefas e compartilhe com equipe.,produtivo
Revise documentos pendentes e envie comentários.,produtivo
Envie relatório atualizado do projeto para a diretoria.,produtivo
Agende reunião de alinhamento do cronograma de atividades.,produtivo
Revise indicadores financeiros e compartilhe resumo consolidado.,produtivo
Envie versão final do relatório financeiro à diretoria.,produtivo
Atualize cronograma de produção e compartilhe com equipe.,produtivo
Confirme envio dos arquivos finais para o cliente.,produtivo
Revise plano de ação e envie feedback consolidado.,produtivo
Finalize ajustes no contrato e envie para aprovação.,produtivo
Agende reunião de acompanhamento da equipe de marketing.,produtivo
Envie relatório de desempenho individual para cada colaborador.,produtivo
Revise documentos do projeto antes da entrega final.,produtivo
Atualize indicadores de vendas e compartilhe com diretoria.,produtivo
Finalize versão final da apresentação e envie à equipe.,produtivo
Confirme aprovação de todos os documentos enviados.,produtivo
Envie resumo das reuniões realizadas para todos os participantes.,produtivo
Revise checklist de atividades e compartilhe com gestor.,produtivo
Finalize relatório de auditoria e envie à diretoria.,produtivo
Atualize planilha de metas e compartilhe com todos os envolvidos.,produtivo
Envie materiais de treinamento para novos colaboradores.,produtivo
Revise documentos do projeto e compartilhe feedback.,produtivo
Finalize planejamento financeiro da próxima semana.,produtivo
Agende reunião de revisão com equipe de desenvolvimento.,produtivo
Envie relatório de progresso semanal para diretoria.,produtivo
Atualize cronograma do projeto e compartilhe com time.,produtivo
Finalize apresentação de marketing e compartilhe com equipe.,produtivo
Envie resumo das tarefas realizadas durante a semana.,produtivo
Agende reunião de alinhamento para discussão do projeto.,produtivo
Revise indicadores financeiros e compartilhe relatório consolidado.,produtivo
Finalize checklist de tarefas semanais.,produtivo
Atualize planilha de produção e compartilhe com equipe.,produtivo
Envie versão final do relatório à diretoria.,produtivo
Revise documentos de planejamento e compartilhe feedback.,produtivo
Finalize planejamento estratégico da próxima semana.,produtivo
Agende call de acompanhamento com equipe de suporte.,produtivo
Envie relatório financeiro trimestral para análise da diretoria.,produtivo
Atualize planilha com os números mais recentes de vendas.,produtivo
Revise checklist de atividades e envie comentários.,produtivo
Finalize versão final da apresentação e compartilhe com todos.,produtivo
Agende reunião de revisão do cronograma de atividades.,produtivo
Revise documentos pendentes e compartilhe feedback.,produtivo
"Oi, como foi seu fim de semana?",improdutivo
"Bom dia, espero que esteja bem.",improdutivo
Parabéns pela conquista!,improdutivo
Espero que tenha aproveitado as férias.,improdutivo
Só queria dar um alô rápido.,improdutivo
Obrigado pelo recado.,improdutivo
"Legal, gostei muito!",improdutivo
"Bom dia, tudo certo por aí?",improdutivo
"Valeu, até mais.",improdutivo
"Oi, só passando para avisar.",improdutivo
Espero que esteja tudo bem com você.,improdutivo
Que bom que deu tudo certo!,improdutivo
"Obrigado, até mais.",improdutivo
"Beleza, nos falamos depois.",improdutivo
"Legal, gostei do post.",improdutivo
"Oi, tudo tranquilo?",improdutivo
Valeu pelo apoio.,improdutivo
Passando para cumprimentar.,improdutivo
"Bom dia, espero que esteja tudo certo.",improdutivo
Obrigado pelo retorno.,improdutivo
"Oi, só para avisar algo rápido.",improdutivo
Que bom que você conseguiu!,improdutivo
"Valeu, vamos conversando.",improdutivo
"Oi, tudo bem com você?",improdutivo
"Obrigado, estou verificando.",improdutivo
"Legal, gostei da ideia que você compartilhou.",improdutivo
"Bom dia, espero que seu dia esteja bem.",improdutivo
Só queria te dar um oi.,improdutivo
"Valeu, até mais tarde.",improdutivo
"Oi, como você está?",improdutivo
"Obrigado, depois conversamos.",improdutivo
"Que bom, fico feliz por você.",improdutivo
Passando só para cumprimentar.,improdutivo
"Oi, tudo certo por aí?",improdutivo
"Valeu, qualquer coisa me avise.",improdutivo
"Bom dia, espero que esteja tudo bem.",improdutivo
Obrigado pelo aviso.,improdutivo
"Oi, tudo tranquilo por aí?",improdutivo
"Legal, gostei do que você compartilhou.",improdutivo
"Oi, só passando para dizer oi.",improdutivo
"Obrigado, depois verifico.",improdutivo
Que bom que deu certo!,improdutivo
Passando para dar um alô rápido.,improdutivo
"Valeu, vamos falando.",improdutivo
"Bom dia, espero que esteja aproveitando o dia.",improdutivo
"Que bom, fico feliz!",improdutivo
"Valeu, qualquer novidade me avise.",improdutivo
"Oi, tudo certo?",improdutivo
Passando para cumprimentar rapidamente.,improdutivo
"Valeu, depois conversamos.",improdutivo
"Oi, só queria dar um alô.",improdutivo
"Valeu, nos falamos depois.",improdutivo
